"filename", "language", "Dart", "comment", "blank", "total"
"c:\Users\mathe\dev\PROD\packages\bits_house\bits_goals_module\lib\src\core\domain\value_objects\logged_in_user.dart", "Dart", 81, 31, 21, 133
"c:\Users\mathe\dev\PROD\packages\bits_house\bits_goals_module\lib\src\core\domain\value_objects\money.dart", "Dart", 43, 36, 15, 94
"c:\Users\mathe\dev\PROD\packages\bits_house\bits_goals_module\lib\src\core\domain\value_objects\month\month.dart", "Dart", 31, 19, 16, 66
"c:\Users\mathe\dev\PROD\packages\bits_house\bits_goals_module\lib\src\core\domain\value_objects\month\month_name.dart", "Dart", 14, 0, 1, 15
"c:\Users\mathe\dev\PROD\packages\bits_house\bits_goals_module\lib\src\core\domain\value_objects\user_role.dart", "Dart", 37, 20, 13, 70
"c:\Users\mathe\dev\PROD\packages\bits_house\bits_goals_module\lib\src\core\domain\value_objects\year.dart", "Dart", 22, 8, 9, 39
"c:\Users\mathe\dev\PROD\packages\bits_house\bits_goals_module\lib\src\features\goals_management\application\use_cases\create_annual_revenue_goal\create_annual_revenue_goal.dart", "Dart", 139, 38, 16, 193
"c:\Users\mathe\dev\PROD\packages\bits_house\bits_goals_module\lib\src\features\goals_management\application\use_cases\create_annual_revenue_goal\create_annual_revenue_goal_params.dart", "Dart", 10, 0, 3, 13
"c:\Users\mathe\dev\PROD\packages\bits_house\bits_goals_module\lib\src\features\goals_management\application\use_cases\create_annual_revenue_goal\failures\create_annual_revenue_goal_failure.dart", "Dart", 23, 1, 6, 30
"c:\Users\mathe\dev\PROD\packages\bits_house\bits_goals_module\lib\src\features\goals_management\application\use_cases\create_annual_revenue_goal\failures\create_annual_revenue_goal_failure_reason.dart", "Dart", 9, 7, 7, 23
"c:\Users\mathe\dev\PROD\packages\bits_house\bits_goals_module\lib\src\infra\config\data_sources\firestore_config.dart", "Dart", 25, 12, 7, 44
"c:\Users\mathe\dev\PROD\packages\bits_house\bits_goals_module\lib\src\infra\config\data_sources\remote_data_source_config.dart", "Dart", 3, 1, 1, 5
"c:\Users\mathe\dev\PROD\packages\bits_house\bits_goals_module\lib\src\infra\config\goals_module_config.dart", "Dart", 15, 43, 5, 63
"c:\Users\mathe\dev\PROD\packages\bits_house\bits_goals_module\lib\src\infra\data_sources\firestore\annual_revenue_goal_remote_data_source_firestore_impl.dart", "Dart", 86, 14, 15, 115
"c:\Users\mathe\dev\PROD\packages\bits_house\bits_goals_module\lib\src\infra\services\access_control_service_impl.dart", "Dart", 29, 6, 9, 44
"c:\Users\mathe\dev\PROD\packages\bits_house\bits_goals_module\lib\src\infra\services\network_service_impl.dart", "Dart", 113, 56, 32, 201
"c:\Users\mathe\dev\PROD\packages\bits_house\bits_goals_module\lib\src\infra\services\rate_limiter_service_impl.dart", "Dart", 46, 11, 11, 68
"c:\Users\mathe\dev\PROD\packages\bits_house\bits_goals_module\lib\src\infra\services\real_time_service_impl.dart", "Dart", 42, 4, 9, 55
"Total", "-", 2155, 719, 602, 3476
